source,campaign,influencer_id,user_id,product,date,orders,revenue
POST_00200,HKVitals_Campaign_Z,INF_0035,USER_010269,Multivitamin,2025-01-25,1,1767
POST_00457,HKVitals_Campaign_Y,INF_0074,USER_010270,Probiotics,2025-02-22,1,1267
POST_00092,HKVitals_Campaign_Y,INF_0015,USER_010271,Multivitamin,2025-07-06,1,1694
POST_00393,HKVitals_Campaign_A,INF_0065,USER_010272,Vitamin D,2025-03-03,1,1282
POST_00140,HKVitals_Campaign_Y,INF_0026,USER_010273,Probiotics,2025-07-20,1,1673
POST_00352,HKVitals_Campaign_C,INF_0060,USER_010274,Probiotics,2024-11-21,2,3437
POST_00576,HKVitals_Campaign_X,INF_0092,USER_010275,Probiotics,2025-02-02,1,1251
POST_00115,HKVitals_Campaign_Y,INF_0020,USER_010276,Multivitamin,2025-03-02,1,1583
POST_00377,HKVitals_Campaign_B,INF_0064,USER_010277,Omega-3,2025-01-26,2,3817
POST_00605,MuscleBlaze_Campaign_Z,INF_0097,USER_010278,Pre-Workout,2025-01-23,2,2675
POST_00617,MuscleBlaze_Campaign_A,INF_0098,USER_010279,Mass Gainer,2025-07-22,1,1058
POST_00304,HKVitals_Campaign_Z,INF_0053,USER_010280,Probiotics,2024-10-26,1,1183
POST_00036,MuscleBlaze_Campaign_Z,INF_0007,USER_010281,BCAA,2025-06-01,1,1670
POST_00221,MuscleBlaze_Campaign_Y,INF_0039,USER_010282,Pre-Workout,2025-03-24,1,1779
POST_00231,MuscleBlaze_Campaign_A,INF_0041,USER_010283,Whey Protein,2025-06-26,2,3497
POST_00164,MuscleBlaze_Campaign_C,INF_0029,USER_010284,Whey Protein,2025-06-30,1,1354
POST_00357,MuscleBlaze_Campaign_Z,INF_0060,USER_010285,Pre-Workout,2025-03-25,1,1525
POST_00200,HKVitals_Campaign_B,INF_0035,USER_010286,Probiotics,2025-03-31,1,1341
POST_00312,MuscleBlaze_Campaign_Y,INF_0055,USER_010287,Mass Gainer,2025-07-16,1,1895
POST_00201,HKVitals_Campaign_X,INF_0035,USER_010288,Multivitamin,2024-12-22,1,1821
POST_00152,HKVitals_Campaign_Y,INF_0027,USER_010289,Probiotics,2025-03-19,2,2869
POST_00486,HKVitals_Campaign_B,INF_0079,USER_010290,Omega-3,2025-07-06,2,2311
POST_00608,MuscleBlaze_Campaign_X,INF_0097,USER_010291,Mass Gainer,2025-07-17,1,1414
POST_00407,MuscleBlaze_Campaign_C,INF_0067,USER_010292,Mass Gainer,2025-06-17,1,2091
POST_00475,MuscleBlaze_Campaign_Z,INF_0078,USER_010293,Pre-Workout,2025-05-31,1,1638
POST_00120,MuscleBlaze_Campaign_B,INF_0022,USER_010294,Whey Protein,2025-05-16,1,1627
POST_00601,MuscleBlaze_Campaign_Y,INF_0096,USER_010295,Pre-Workout,2025-07-16,1,2468
POST_00445,MuscleBlaze_Campaign_B,INF_0073,USER_010296,Mass Gainer,2025-04-09,1,2102
POST_00021,MuscleBlaze_Campaign_B,INF_0005,USER_010297,Pre-Workout,2025-07-04,1,1533
POST_00532,HKVitals_Campaign_C,INF_0085,USER_010298,Multivitamin,2025-07-15,1,1237
POST_00614,HKVitals_Campaign_Z,INF_0098,USER_010299,Omega-3,2025-02-25,1,1453
POST_00132,HKVitals_Campaign_Z,INF_0025,USER_010300,Omega-3,2024-12-18,1,1129
POST_00128,HKVitals_Campaign_A,INF_0023,USER_010301,Vitamin D,2025-07-03,1,1540
POST_00255,MuscleBlaze_Campaign_C,INF_0045,USER_010302,BCAA,2024-11-24,1,2006
POST_00361,MuscleBlaze_Campaign_X,INF_0061,USER_010303,Mass Gainer,2024-11-25,1,1488
POST_00307,MuscleBlaze_Campaign_Y,INF_0054,USER_010304,Mass Gainer,2025-07-02,2,3184
POST_00285,MuscleBlaze_Campaign_A,INF_0051,USER_010305,Pre-Workout,2025-07-03,1,1279
POST_00168,MuscleBlaze_Campaign_C,INF_0029,USER_010306,Pre-Workout,2025-04-02,1,1900
POST_00147,MuscleBlaze_Campaign_C,INF_0026,USER_010307,Mass Gainer,2025-05-10,1,1709
POST_00198,HKVitals_Campaign_A,INF_0035,USER_010308,Omega-3,2025-06-19,1,1188
POST_00619,HKVitals_Campaign_X,INF_0098,USER_010309,Omega-3,2025-06-03,1,1162
POST_00417,HKVitals_Campaign_Z,INF_0068,USER_010310,Multivitamin,2025-06-25,1,1130
POST_00232,HKVitals_Campaign_Y,INF_0041,USER_010311,Vitamin D,2025-06-10,1,1389
POST_00108,HKVitals_Campaign_Z,INF_0018,USER_010312,Multivitamin,2025-06-16,1,1705
POST_00502,HKVitals_Campaign_Z,INF_0081,USER_010313,Multivitamin,2025-06-15,1,1680
POST_00623,HKVitals_Campaign_A,INF_0099,USER_010314,Multivitamin,2025-07-12,2,2407
POST_00545,HKVitals_Campaign_X,INF_0086,USER_010315,Probiotics,2025-05-21,1,1165
POST_00160,HKVitals_Campaign_Z,INF_0028,USER_010316,Omega-3,2025-05-08,1,1561
POST_00380,HKVitals_Campaign_A,INF_0064,USER_010317,Omega-3,2025-07-03,1,1426
POST_00363,HKVitals_Campaign_C,INF_0061,USER_010318,Vitamin D,2025-06-12,1,1435
POST_00090,HKVitals_Campaign_X,INF_0015,USER_010319,Vitamin D,2025-05-17,1,1331
POST_00079,HKVitals_Campaign_X,INF_0013,USER_010320,Omega-3,2025-06-17,2,2397
POST_00293,MuscleBlaze_Campaign_C,INF_0052,USER_010321,Pre-Workout,2025-06-30,1,2102
POST_00140,MuscleBlaze_Campaign_C,INF_0026,USER_010322,Pre-Workout,2025-07-10,1,1667
POST_00416,MuscleBlaze_Campaign_C,INF_0068,USER_010323,Whey Protein,2025-06-09,1,1870
POST_00436,HKVitals_Campaign_B,INF_0070,USER_010324,Vitamin D,2025-06-15,1,1715
POST_00044,HKVitals_Campaign_B,INF_0008,USER_010325,Probiotics,2025-03-21,2,3314
POST_00376,HKVitals_Campaign_A,INF_0064,USER_010326,Omega-3,2025-05-05,1,1907
POST_00175,HKVitals_Campaign_C,INF_0030,USER_010327,Vitamin D,2025-02-23,2,2708
POST_00553,HKVitals_Campaign_Z,INF_0088,USER_010328,Multivitamin,2025-02-03,1,1485
POST_00583,HKVitals_Campaign_C,INF_0093,USER_010329,Probiotics,2025-04-02,1,1324
POST_00037,HKVitals_Campaign_A,INF_0007,USER_010330,Probiotics,2024-12-17,1,1055
POST_00363,MuscleBlaze_Campaign_X,INF_0061,USER_010331,BCAA,2025-05-18,2,3216
POST_00203,MuscleBlaze_Campaign_A,INF_0036,USER_010332,Whey Protein,2025-05-18,1,1859
POST_00500,MuscleBlaze_Campaign_Y,INF_0081,USER_010333,Whey Protein,2025-06-30,1,1641
POST_00384,MuscleBlaze_Campaign_B,INF_0065,USER_010334,BCAA,2025-07-22,1,1853
POST_00450,HKVitals_Campaign_A,INF_0073,USER_010335,Probiotics,2025-06-24,1,1368
POST_00204,HKVitals_Campaign_A,INF_0036,USER_010336,Multivitamin,2025-07-01,1,1086
POST_00340,HKVitals_Campaign_A,INF_0058,USER_010337,Multivitamin,2025-05-29,1,1229
POST_00501,HKVitals_Campaign_Z,INF_0081,USER_010338,Probiotics,2025-07-05,1,1693
POST_00399,HKVitals_Campaign_X,INF_0066,USER_010339,Omega-3,2025-04-05,1,1147
POST_00353,HKVitals_Campaign_C,INF_0060,USER_010340,Multivitamin,2025-07-18,1,1263
POST_00612,HKVitals_Campaign_A,INF_0098,USER_010341,Multivitamin,2025-04-28,1,1311
POST_00440,HKVitals_Campaign_Y,INF_0072,USER_010342,Omega-3,2025-02-24,1,1706
POST_00118,HKVitals_Campaign_A,INF_0021,USER_010343,Vitamin D,2025-06-24,2,2545
POST_00106,HKVitals_Campaign_C,INF_0018,USER_010344,Omega-3,2025-07-19,1,1819
POST_00235,HKVitals_Campaign_Y,INF_0041,USER_010345,Multivitamin,2025-02-15,1,1085
POST_00632,HKVitals_Campaign_A,INF_0100,USER_010346,Omega-3,2025-06-08,1,1096
POST_00237,MuscleBlaze_Campaign_Z,INF_0042,USER_010347,Pre-Workout,2025-04-07,1,2125
POST_00373,MuscleBlaze_Campaign_Y,INF_0063,USER_010348,BCAA,2025-07-19,2,3381
POST_00049,MuscleBlaze_Campaign_Y,INF_0009,USER_010349,Whey Protein,2024-09-26,1,1720
POST_00287,HKVitals_Campaign_A,INF_0051,USER_010350,Multivitamin,2025-06-23,1,1277
POST_00312,MuscleBlaze_Campaign_Z,INF_0055,USER_010351,Whey Protein,2025-07-17,1,1644
POST_00604,MuscleBlaze_Campaign_B,INF_0097,USER_010352,BCAA,2025-07-15,1,1298
POST_00109,MuscleBlaze_Campaign_Y,INF_0019,USER_010353,Whey Protein,2025-07-03,1,2745
POST_00457,HKVitals_Campaign_Z,INF_0074,USER_010354,Multivitamin,2024-11-20,2,3214
POST_00158,HKVitals_Campaign_C,INF_0027,USER_010355,Multivitamin,2025-06-12,1,1426
POST_00574,HKVitals_Campaign_A,INF_0091,USER_010356,Vitamin D,2025-02-09,1,1696
POST_00430,MuscleBlaze_Campaign_Z,INF_0070,USER_010357,Whey Protein,2025-02-23,1,2323
POST_00580,MuscleBlaze_Campaign_C,INF_0092,USER_010358,Whey Protein,2025-03-09,1,1674
POST_00546,MuscleBlaze_Campaign_A,INF_0087,USER_010359,Whey Protein,2025-06-02,1,1726
POST_00400,MuscleBlaze_Campaign_X,INF_0066,USER_010360,Pre-Workout,2025-06-24,1,1236
POST_00224,MuscleBlaze_Campaign_A,INF_0040,USER_010361,Whey Protein,2025-07-16,2,3523
POST_00538,MuscleBlaze_Campaign_C,INF_0086,USER_010362,BCAA,2025-06-05,1,1248
POST_00122,MuscleBlaze_Campaign_Z,INF_0022,USER_010363,Mass Gainer,2025-04-04,1,1530
POST_00152,MuscleBlaze_Campaign_X,INF_0027,USER_010364,BCAA,2024-12-17,2,2587
POST_00255,HKVitals_Campaign_Z,INF_0045,USER_010365,Omega-3,2025-01-31,1,1051
POST_00378,HKVitals_Campaign_B,INF_0064,USER_010366,Vitamin D,2025-07-20,1,1685
POST_00137,HKVitals_Campaign_X,INF_0025,USER_010367,Probiotics,2025-05-29,2,2631
POST_00011,HKVitals_Campaign_Y,INF_0003,USER_010368,Vitamin D,2025-04-27,1,1919
POST_00017,HKVitals_Campaign_C,INF_0005,USER_010369,Multivitamin,2024-12-27,1,1669
POST_00619,HKVitals_Campaign_Z,INF_0098,USER_010370,Omega-3,2025-06-11,1,1249
POST_00405,MuscleBlaze_Campaign_A,INF_0067,USER_010371,Mass Gainer,2025-04-07,1,1507
POST_00186,MuscleBlaze_Campaign_Y,INF_0033,USER_010372,Pre-Workout,2024-12-19,1,1826
POST_00185,MuscleBlaze_Campaign_Y,INF_0032,USER_010373,BCAA,2025-01-27,1,1197
POST_00193,MuscleBlaze_Campaign_C,INF_0035,USER_010374,Whey Protein,2025-07-18,1,1460
POST_00540,MuscleBlaze_Campaign_B,INF_0086,USER_010375,Mass Gainer,2025-04-26,1,1777
POST_00394,MuscleBlaze_Campaign_C,INF_0066,USER_010376,Whey Protein,2024-08-18,1,1062
POST_00086,MuscleBlaze_Campaign_X,INF_0014,USER_010377,BCAA,2024-11-02,1,1615
POST_00109,MuscleBlaze_Campaign_B,INF_0019,USER_010378,BCAA,2025-07-18,2,2666
POST_00491,MuscleBlaze_Campaign_Z,INF_0079,USER_010379,Mass Gainer,2025-07-13,1,1539
POST_00127,MuscleBlaze_Campaign_Z,INF_0023,USER_010380,Whey Protein,2025-05-23,1,1143
POST_00426,MuscleBlaze_Campaign_Y,INF_0069,USER_010381,Mass Gainer,2025-05-20,1,1252
POST_00151,MuscleBlaze_Campaign_C,INF_0027,USER_010382,BCAA,2025-04-18,1,1253
POST_00116,MuscleBlaze_Campaign_X,INF_0021,USER_010383,Pre-Workout,2025-07-13,1,1149
POST_00079,MuscleBlaze_Campaign_X,INF_0013,USER_010384,BCAA,2025-07-13,1,1881
POST_00183,MuscleBlaze_Campaign_C,INF_0031,USER_010385,Pre-Workout,2025-05-14,1,1590
POST_00309,MuscleBlaze_Campaign_A,INF_0054,USER_010386,BCAA,2025-05-23,1,1144
POST_00272,MuscleBlaze_Campaign_Y,INF_0048,USER_010387,Whey Protein,2025-04-22,1,1826
POST_00152,MuscleBlaze_Campaign_A,INF_0027,USER_010388,Pre-Workout,2025-01-11,1,1767
POST_00438,HKVitals_Campaign_Y,INF_0071,USER_010389,Vitamin D,2025-02-02,1,1341
POST_00395,HKVitals_Campaign_C,INF_0066,USER_010390,Vitamin D,2025-01-04,1,1431
POST_00342,HKVitals_Campaign_Y,INF_0059,USER_010391,Omega-3,2025-07-11,1,1639
POST_00563,MuscleBlaze_Campaign_A,INF_0090,USER_010392,Pre-Workout,2025-06-24,1,1789
POST_00432,MuscleBlaze_Campaign_X,INF_0070,USER_010393,Mass Gainer,2025-05-31,1,1257
POST_00486,MuscleBlaze_Campaign_Z,INF_0079,USER_010394,Mass Gainer,2025-05-12,2,2207
POST_00143,MuscleBlaze_Campaign_B,INF_0026,USER_010395,BCAA,2024-08-10,1,1802
POST_00230,MuscleBlaze_Campaign_C,INF_0041,USER_010396,Whey Protein,2025-07-15,1,1156
POST_00027,MuscleBlaze_Campaign_C,INF_0006,USER_010397,Pre-Workout,2025-06-11,1,1681
POST_00489,MuscleBlaze_Campaign_X,INF_0079,USER_010398,Mass Gainer,2025-03-07,1,1379
POST_00013,MuscleBlaze_Campaign_C,INF_0004,USER_010399,Pre-Workout,2025-07-21,1,2017
POST_00307,MuscleBlaze_Campaign_C,INF_0054,USER_010400,Pre-Workout,2025-04-15,1,1354
POST_00294,MuscleBlaze_Campaign_B,INF_0052,USER_010401,Whey Protein,2025-07-13,2,3842
POST_00406,HKVitals_Campaign_B,INF_0067,USER_010402,Probiotics,2025-03-26,1,1797
POST_00233,HKVitals_Campaign_X,INF_0041,USER_010403,Probiotics,2025-03-15,2,2589
POST_00129,HKVitals_Campaign_Y,INF_0024,USER_010404,Probiotics,2025-06-20,1,1247
POST_00080,HKVitals_Campaign_A,INF_0013,USER_010405,Probiotics,2025-05-16,1,1637
POST_00381,HKVitals_Campaign_X,INF_0064,USER_010406,Probiotics,2025-06-09,1,1148
POST_00344,HKVitals_Campaign_X,INF_0059,USER_010407,Multivitamin,2025-07-20,1,1196
POST_00612,HKVitals_Campaign_B,INF_0098,USER_010408,Multivitamin,2025-06-27,1,1328
POST_00034,MuscleBlaze_Campaign_B,INF_0007,USER_010409,Whey Protein,2025-03-14,2,3117
POST_00050,MuscleBlaze_Campaign_Z,INF_0009,USER_010410,BCAA,2025-05-27,1,1371
POST_00323,HKVitals_Campaign_X,INF_0056,USER_010411,Vitamin D,2025-01-09,2,3365
POST_00516,MuscleBlaze_Campaign_A,INF_0082,USER_010412,Mass Gainer,2025-01-12,1,1766
POST_00039,MuscleBlaze_Campaign_X,INF_0008,USER_010413,BCAA,2024-12-10,1,1664
POST_00238,HKVitals_Campaign_B,INF_0042,USER_010414,Omega-3,2025-07-16,1,1195
POST_00624,HKVitals_Campaign_Z,INF_0099,USER_010415,Vitamin D,2025-02-01,1,1168
POST_00442,MuscleBlaze_Campaign_Y,INF_0073,USER_010416,Pre-Workout,2025-07-08,1,2392
POST_00510,MuscleBlaze_Campaign_B,INF_0082,USER_010417,Whey Protein,2025-04-27,1,1833
POST_00466,MuscleBlaze_Campaign_X,INF_0075,USER_010418,BCAA,2025-06-29,1,1316
POST_00373,MuscleBlaze_Campaign_A,INF_0063,USER_010419,BCAA,2025-05-23,1,1211
POST_00485,MuscleBlaze_Campaign_Y,INF_0079,USER_010420,BCAA,2025-06-16,1,1448
POST_00373,MuscleBlaze_Campaign_C,INF_0063,USER_010421,BCAA,2025-05-10,1,1821
POST_00376,MuscleBlaze_Campaign_B,INF_0064,USER_010422,BCAA,2025-06-19,1,1664
POST_00044,MuscleBlaze_Campaign_B,INF_0008,USER_010423,Whey Protein,2024-09-17,1,1270
POST_00108,MuscleBlaze_Campaign_Y,INF_0018,USER_010424,Mass Gainer,2025-05-19,1,1818
POST_00474,MuscleBlaze_Campaign_B,INF_0078,USER_010425,Whey Protein,2025-04-28,1,1472
POST_00088,MuscleBlaze_Campaign_A,INF_0014,USER_010426,Mass Gainer,2025-06-05,1,1876
POST_00337,MuscleBlaze_Campaign_A,INF_0058,USER_010427,Whey Protein,2025-03-01,1,1947
POST_00488,MuscleBlaze_Campaign_Y,INF_0079,USER_010428,Whey Protein,2024-11-19,1,1084
POST_00219,MuscleBlaze_Campaign_A,INF_0038,USER_010429,BCAA,2025-05-04,1,1939
POST_00371,HKVitals_Campaign_X,INF_0062,USER_010430,Probiotics,2025-01-08,1,1240
POST_00277,MuscleBlaze_Campaign_A,INF_0050,USER_010431,Mass Gainer,2025-05-03,1,1112
POST_00463,MuscleBlaze_Campaign_Z,INF_0075,USER_010432,Pre-Workout,2025-06-29,1,1653
POST_00056,MuscleBlaze_Campaign_Y,INF_0010,USER_010433,Pre-Workout,2025-07-11,1,1728
POST_00430,MuscleBlaze_Campaign_B,INF_0070,USER_010434,Mass Gainer,2025-06-30,2,4771
POST_00011,MuscleBlaze_Campaign_B,INF_0003,USER_010435,Mass Gainer,2025-05-04,1,1651
POST_00325,MuscleBlaze_Campaign_Z,INF_0056,USER_010436,Pre-Workout,2025-07-19,2,2999
POST_00417,MuscleBlaze_Campaign_A,INF_0068,USER_010437,BCAA,2024-09-11,1,1053
POST_00593,MuscleBlaze_Campaign_Y,INF_0095,USER_010438,Mass Gainer,2025-04-30,1,1970
POST_00222,MuscleBlaze_Campaign_X,INF_0039,USER_010439,Mass Gainer,2025-03-26,2,3138
POST_00373,MuscleBlaze_Campaign_X,INF_0063,USER_010440,Whey Protein,2025-04-19,1,1326
POST_00467,MuscleBlaze_Campaign_Z,INF_0076,USER_010441,BCAA,2025-03-10,1,2003
POST_00181,MuscleBlaze_Campaign_B,INF_0031,USER_010442,Pre-Workout,2025-06-21,1,1209
POST_00447,MuscleBlaze_Campaign_X,INF_0073,USER_010443,Pre-Workout,2025-05-07,1,2615
POST_00017,MuscleBlaze_Campaign_B,INF_0005,USER_010444,Pre-Workout,2025-07-08,1,1725
POST_00455,MuscleBlaze_Campaign_Y,INF_0074,USER_010445,Whey Protein,2024-09-28,1,1817
POST_00466,MuscleBlaze_Campaign_X,INF_0075,USER_010446,Pre-Workout,2025-01-10,1,1821
POST_00476,MuscleBlaze_Campaign_C,INF_0078,USER_010447,Pre-Workout,2025-06-15,2,3261
POST_00384,MuscleBlaze_Campaign_C,INF_0065,USER_010448,Mass Gainer,2025-07-21,1,1291
POST_00425,MuscleBlaze_Campaign_X,INF_0069,USER_010449,Mass Gainer,2024-12-03,1,1868
POST_00158,MuscleBlaze_Campaign_C,INF_0027,USER_010450,BCAA,2025-05-02,1,1517
POST_00344,MuscleBlaze_Campaign_Y,INF_0059,USER_010451,Mass Gainer,2025-04-22,2,3887
POST_00401,MuscleBlaze_Campaign_X,INF_0066,USER_010452,Mass Gainer,2025-04-20,1,1404
POST_00132,MuscleBlaze_Campaign_Z,INF_0025,USER_010453,Pre-Workout,2024-12-22,2,2413
POST_00448,MuscleBlaze_Campaign_C,INF_0073,USER_010454,Mass Gainer,2025-05-15,1,2375
POST_00331,MuscleBlaze_Campaign_X,INF_0057,USER_010455,Mass Gainer,2025-01-09,1,1073
POST_00608,MuscleBlaze_Campaign_C,INF_0097,USER_010456,Whey Protein,2025-07-20,1,1073
POST_00465,MuscleBlaze_Campaign_Y,INF_0075,USER_010457,BCAA,2025-07-05,1,1637
POST_00549,MuscleBlaze_Campaign_A,INF_0088,USER_010458,Mass Gainer,2025-07-19,1,1776
POST_00282,MuscleBlaze_Campaign_B,INF_0050,USER_010459,Mass Gainer,2024-12-16,1,1625
POST_00611,MuscleBlaze_Campaign_X,INF_0097,USER_010460,Mass Gainer,2025-05-05,1,1855
POST_00371,HKVitals_Campaign_X,INF_0062,USER_010461,Omega-3,2025-07-12,1,1492
POST_00499,HKVitals_Campaign_Z,INF_0080,USER_010462,Multivitamin,2025-06-14,1,1428
POST_00462,HKVitals_Campaign_Y,INF_0075,USER_010463,Omega-3,2025-06-16,1,1059
POST_00622,HKVitals_Campaign_Z,INF_0099,USER_010464,Multivitamin,2025-06-13,1,1359
POST_00629,HKVitals_Campaign_X,INF_0099,USER_010465,Multivitamin,2025-03-15,1,1718
POST_00031,MuscleBlaze_Campaign_Y,INF_0007,USER_010466,Mass Gainer,2025-06-25,1,1378
POST_00142,MuscleBlaze_Campaign_Y,INF_0026,USER_010467,Mass Gainer,2025-05-28,1,1672
POST_00494,MuscleBlaze_Campaign_C,INF_0080,USER_010468,Whey Protein,2025-06-29,1,1736
POST_00410,HKVitals_Campaign_C,INF_0067,USER_010469,Vitamin D,2025-06-18,1,1668
POST_00403,HKVitals_Campaign_Z,INF_0066,USER_010470,Multivitamin,2025-04-28,1,1740
POST_00211,HKVitals_Campaign_B,INF_0037,USER_010471,Probiotics,2024-12-03,1,1452
POST_00622,HKVitals_Campaign_Z,INF_0099,USER_010472,Probiotics,2025-05-28,1,1560
POST_00035,HKVitals_Campaign_C,INF_0007,USER_010473,Vitamin D,2025-07-05,1,1314
POST_00408,MuscleBlaze_Campaign_Y,INF_0067,USER_010474,Mass Gainer,2025-06-16,1,1548
POST_00381,MuscleBlaze_Campaign_X,INF_0064,USER_010475,BCAA,2025-01-05,1,1333
POST_00012,HKVitals_Campaign_Y,INF_0004,USER_010476,Omega-3,2025-05-07,1,1766
POST_00395,HKVitals_Campaign_X,INF_0066,USER_010477,Vitamin D,2025-04-06,1,1525
POST_00623,HKVitals_Campaign_C,INF_0099,USER_010478,Multivitamin,2025-05-17,1,1632
POST_00328,HKVitals_Campaign_A,INF_0057,USER_010479,Omega-3,2025-07-06,1,1772
POST_00282,MuscleBlaze_Campaign_B,INF_0050,USER_010480,Whey Protein,2024-12-17,1,1591
POST_00591,MuscleBlaze_Campaign_X,INF_0094,USER_010481,Whey Protein,2024-12-15,1,1820
POST_00413,MuscleBlaze_Campaign_A,INF_0067,USER_010482,Whey Protein,2025-01-04,1,1630
POST_00355,MuscleBlaze_Campaign_A,INF_0060,USER_010483,Pre-Workout,2025-05-29,1,1747
POST_00403,MuscleBlaze_Campaign_C,INF_0066,USER_010484,BCAA,2025-06-03,1,1459
POST_00383,MuscleBlaze_Campaign_X,INF_0064,USER_010485,Whey Protein,2025-02-09,1,1093
POST_00331,MuscleBlaze_Campaign_C,INF_0057,USER_010486,Pre-Workout,2025-01-20,1,1129
POST_00551,MuscleBlaze_Campaign_Z,INF_0088,USER_010487,Whey Protein,2025-03-13,2,3662
POST_00050,HKVitals_Campaign_A,INF_0009,USER_010488,Multivitamin,2025-03-20,1,1669
POST_00175,HKVitals_Campaign_Z,INF_0030,USER_010489,Omega-3,2025-02-17,1,1158
POST_00458,HKVitals_Campaign_Z,INF_0074,USER_010490,Omega-3,2024-08-22,1,1645
POST_00495,MuscleBlaze_Campaign_Y,INF_0080,USER_010491,BCAA,2025-07-08,1,1894
POST_00211,HKVitals_Campaign_X,INF_0037,USER_010492,Multivitamin,2025-06-02,2,2208
POST_00480,HKVitals_Campaign_Y,INF_0078,USER_010493,Probiotics,2024-11-07,1,1144
POST_00321,HKVitals_Campaign_B,INF_0056,USER_010494,Vitamin D,2025-05-14,1,1640
POST_00134,HKVitals_Campaign_A,INF_0025,USER_010495,Omega-3,2025-06-06,2,2794
POST_00410,MuscleBlaze_Campaign_B,INF_0067,USER_010496,BCAA,2025-07-21,1,2620
POST_00151,MuscleBlaze_Campaign_Y,INF_0027,USER_010497,Pre-Workout,2025-03-27,2,3441
POST_00472,MuscleBlaze_Campaign_X,INF_0077,USER_010498,Whey Protein,2024-12-22,1,1794
POST_00442,MuscleBlaze_Campaign_Z,INF_0073,USER_010499,Pre-Workout,2025-06-19,1,1431
POST_00051,MuscleBlaze_Campaign_Y,INF_0009,USER_010500,Pre-Workout,2025-01-27,1,1221
POST_00543,MuscleBlaze_Campaign_X,INF_0086,USER_010501,Pre-Workout,2025-02-28,1,1148
POST_00114,MuscleBlaze_Campaign_B,INF_0020,USER_010502,Mass Gainer,2025-01-23,1,1856
POST_00068,MuscleBlaze_Campaign_A,INF_0011,USER_010503,BCAA,2025-03-31,1,2284
POST_00226,MuscleBlaze_Campaign_Y,INF_0040,USER_010504,BCAA,2025-05-15,1,1204
POST_00295,HKVitals_Campaign_B,INF_0052,USER_010505,Vitamin D,2024-11-14,1,1135
POST_00313,HKVitals_Campaign_Y,INF_0055,USER_010506,Omega-3,2025-07-10,1,1663
POST_00467,MuscleBlaze_Campaign_Z,INF_0076,USER_010507,Whey Protein,2025-07-17,1,1359
POST_00010,MuscleBlaze_Campaign_A,INF_0003,USER_010508,BCAA,2025-07-16,2,3150
POST_00047,MuscleBlaze_Campaign_Y,INF_0008,USER_010509,Whey Protein,2025-06-22,1,1941
POST_00172,MuscleBlaze_Campaign_C,INF_0030,USER_010510,Mass Gainer,2025-07-07,1,1140
POST_00503,MuscleBlaze_Campaign_A,INF_0081,USER_010511,BCAA,2025-07-18,2,2563
POST_00470,MuscleBlaze_Campaign_C,INF_0077,USER_010512,BCAA,2025-05-15,1,1870
POST_00116,MuscleBlaze_Campaign_X,INF_0021,USER_010513,BCAA,2025-06-28,1,1705
POST_00421,MuscleBlaze_Campaign_A,INF_0069,USER_010514,Mass Gainer,2024-11-17,1,1177
POST_00592,HKVitals_Campaign_Y,INF_0094,USER_010515,Probiotics,2025-07-15,1,1720
POST_00111,HKVitals_Campaign_Y,INF_0019,USER_010516,Probiotics,2025-06-09,2,3677
POST_00358,HKVitals_Campaign_Z,INF_0061,USER_010517,Probiotics,2025-07-14,1,1901
POST_00043,HKVitals_Campaign_A,INF_0008,USER_010518,Vitamin D,2025-04-14,1,1161
POST_00356,HKVitals_Campaign_C,INF_0060,USER_010519,Vitamin D,2025-07-11,1,1058
POST_00154,HKVitals_Campaign_Z,INF_0027,USER_010520,Vitamin D,2024-08-26,1,1648
POST_00067,HKVitals_Campaign_B,INF_0011,USER_010521,Multivitamin,2024-10-02,1,1246
POST_00501,HKVitals_Campaign_X,INF_0081,USER_010522,Vitamin D,2025-06-18,1,1367
POST_00142,HKVitals_Campaign_B,INF_0026,USER_010523,Vitamin D,2025-05-11,2,3513
POST_00575,HKVitals_Campaign_Y,INF_0092,USER_010524,Omega-3,2025-05-05,2,3384
POST_00600,HKVitals_Campaign_Z,INF_0096,USER_010525,Vitamin D,2025-04-23,1,1476
POST_00396,HKVitals_Campaign_Z,INF_0066,USER_010526,Probiotics,2024-12-13,1,1864
POST_00178,HKVitals_Campaign_B,INF_0030,USER_010527,Probiotics,2025-06-08,1,1340
POST_00205,HKVitals_Campaign_Z,INF_0036,USER_010528,Vitamin D,2025-06-27,1,1549
POST_00305,MuscleBlaze_Campaign_A,INF_0053,USER_010529,Pre-Workout,2025-04-07,1,2299
POST_00540,MuscleBlaze_Campaign_C,INF_0086,USER_010530,Pre-Workout,2025-06-10,1,1503
POST_00438,MuscleBlaze_Campaign_X,INF_0071,USER_010531,Pre-Workout,2025-04-02,1,1871
POST_00144,MuscleBlaze_Campaign_Z,INF_0026,USER_010532,BCAA,2025-04-29,1,1572
POST_00557,MuscleBlaze_Campaign_Y,INF_0088,USER_010533,BCAA,2025-04-10,1,1811
POST_00007,MuscleBlaze_Campaign_A,INF_0002,USER_010534,Pre-Workout,2025-07-04,1,1837
POST_00277,HKVitals_Campaign_Z,INF_0050,USER_010535,Multivitamin,2025-06-26,1,1138
POST_00340,HKVitals_Campaign_B,INF_0058,USER_010536,Multivitamin,2025-05-09,1,1576
POST_00210,MuscleBlaze_Campaign_C,INF_0037,USER_010537,Pre-Workout,2025-04-08,1,1856
